backCamImage,frontCamImage,numberFrontCam,numberBackCam,vehicleNumberUser,vehicleTypeUser,vehicleRfid,metroText,serial,numberFrontCam1
2023-08-03/d357fba5-f8c9-417d-bce6-5868faed459f_b.jpg,2023-08-03/d357fba5-f8c9-417d-bce6-5868faed459f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 10 52 00 01 ,,,-1
2023-08-03/68cd8c66-03ca-42c1-b547-227f3867a55e_b.jpg,2023-08-03/68cd8c66-03ca-42c1-b547-227f3867a55e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 3B 07 A0 00 01 ,,,-1
2023-08-03/9cdc590a-f820-456a-83dd-7a82c8f65204_b.jpg,2023-08-03/9cdc590a-f820-456a-83dd-7a82c8f65204_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 18 12 DC 00 01 ,,,-1
2023-08-03/0c389f57-1c26-4d0c-957f-f00184bc45f4_b.jpg,2023-08-03/0c389f57-1c26-4d0c-957f-f00184bc45f4_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0C 0E 92 00 01 ,,,-1
2023-08-03/25637fe1-56a8-4c20-9727-76a94ee0fcef_b.jpg,2023-08-03/25637fe1-56a8-4c20-9727-76a94ee0fcef_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 37 13 0B 04 55 00 01 ,,,-1
2023-08-03/72d5f528-bcbc-4511-b356-6c521fc5c363_b.jpg,2023-08-03/72d5f528-bcbc-4511-b356-6c521fc5c363_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0E 1D DB 00 01 ,,,-1
2023-08-03/0449f822-8287-4ea8-9cfb-e52f8ea06b58_b.jpg,2023-08-03/0449f822-8287-4ea8-9cfb-e52f8ea06b58_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 38 23 8B 00 01 ,,,-1
2023-08-03/cf8d7cd4-0d49-473c-8ba1-7ed95c43bdf7_b.jpg,2023-08-03/cf8d7cd4-0d49-473c-8ba1-7ed95c43bdf7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 0C 22 1D 00 01 ,,,-1
2023-08-03/2f63b3d9-7f44-4967-837d-83672ecae430_b.jpg,2023-08-03/2f63b3d9-7f44-4967-837d-83672ecae430_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 13 2B 08 F1 00 01 ,,,-1
2023-08-03/19e80abe-c47a-4c20-b235-bcfe560c64f2_b.jpg,2023-08-03/19e80abe-c47a-4c20-b235-bcfe560c64f2_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 13 13 0B 07 AE 00 01 ,,,-1
2023-08-03/f2fca4f2-05b8-4d2b-bd0d-460f379c7aa2_b.jpg,2023-08-03/f2fca4f2-05b8-4d2b-bd0d-460f379c7aa2_f.jpg,১১-৭১৮,-1,NULL,NULL,42 52 54 41 FF 02 0C 0B 1C 15 00 01 ,,,১১-৭১৮
2023-08-03/3e7ec5aa-ba12-43c9-a014-74ea2e239e0b_b.jpg,2023-08-03/3e7ec5aa-ba12-43c9-a014-74ea2e239e0b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 0C 6C 00 01 ,,,-1
2023-08-03/8311d301-edf2-40b3-84dc-9d77e6224e74_b.jpg,2023-08-03/8311d301-edf2-40b3-84dc-9d77e6224e74_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 03 25 00 01 ,,,-1
2023-08-03/ffffc9b4-093c-4215-9404-d70de3fbbe7b_b.jpg,2023-08-03/ffffc9b4-093c-4215-9404-d70de3fbbe7b_f.jpg,২০-৪৮৮৮,-1,20888,VIP - Toll Free,42 52 54 41 FF 02 19 14 13 18 00 01 ,,,২০-৪৮৮৮
2023-08-03/971d37c5-3d1f-4b6c-9b05-ae8b4d3d0d11_b.jpg,2023-08-03/971d37c5-3d1f-4b6c-9b05-ae8b4d3d0d11_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 2D 26 0D 00 01 ,,,-1
2023-08-03/32049712-8150-4f43-8edf-ea6d1c6e9803_b.jpg,2023-08-03/32049712-8150-4f43-8edf-ea6d1c6e9803_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0D 26 37 00 01 ,,,-1
2023-08-03/d83594b1-ff72-45b0-bf43-c4145367061f_b.jpg,2023-08-03/d83594b1-ff72-45b0-bf43-c4145367061f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 10 1D 28 00 01 ,,,-1
2023-08-03/3a2e067d-c105-4386-a926-a02417d593e4_b.jpg,2023-08-03/3a2e067d-c105-4386-a926-a02417d593e4_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 06 14 0C 20 70 00 01 ,,,-1
2023-08-03/bb31c7ab-7295-4482-86c8-079f12344e25_b.jpg,2023-08-03/bb31c7ab-7295-4482-86c8-079f12344e25_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 14 14 13 0F B3 00 01 ,,,-1
2023-08-03/4a5d128f-80a3-46cc-9388-e43ad15110ce_b.jpg,2023-08-03/4a5d128f-80a3-46cc-9388-e43ad15110ce_f.jpg,৩৯-২২৫,-1,39225,Medium Truck,42 52 54 41 FF 02 13 22 06 60 00 01 ,,,৩৯-২২৫
,2023-08-03/880dad9d-ddc7-48e5-8a3a-99e32eb3d9e1_f.jpg,-1,-1,1,Sedan Car,E2 00 51 39 69 01 01 06 03 40 EE 5D ,,,-1
2023-08-03/9b12419b-c2a8-4d33-99fc-3279f20c9adb_b.jpg,2023-08-03/9b12419b-c2a8-4d33-99fc-3279f20c9adb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0C 0C B6 00 01 ,,,-1
2023-08-03/bdd642bf-4ddc-4a7d-81a1-11811034f306_b.jpg,2023-08-03/bdd642bf-4ddc-4a7d-81a1-11811034f306_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 1E 0B 00 E5 00 01 ,,,-1
2023-08-03/b0353116-08f9-4b5e-b13d-f7beb298a55a_b.jpg,2023-08-03/b0353116-08f9-4b5e-b13d-f7beb298a55a_f.jpg,২১ং৩৬৪৫,-1,21365,3/4 Wheelers Motorized,42 52 54 41 FF 02 1A 15 0E 3D 00 01 ,,,২১ং৩৬৪৫
2023-08-03/8133024b-cf1e-4bea-a38d-eba8a2cf9b23_b.jpg,2023-08-03/8133024b-cf1e-4bea-a38d-eba8a2cf9b23_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 15 25 55 00 01 ,,,-1
2023-08-03/4d29fbea-1d3e-4ce3-b0b2-7b6fcac4746e_b.jpg,2023-08-03/4d29fbea-1d3e-4ce3-b0b2-7b6fcac4746e_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 14 1E 01 C6 00 01 ,,,-1
2023-08-03/878b4f20-1497-4c06-8089-3a7fc76b8279_b.jpg,2023-08-03/878b4f20-1497-4c06-8089-3a7fc76b8279_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 13 0C 26 F3 00 01 ,,,-1
2023-08-03/6d417d12-b37d-4337-9b2c-a65fadac9689_b.jpg,2023-08-03/6d417d12-b37d-4337-9b2c-a65fadac9689_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 14 1E 0B 00 EE 00 01 ,,,-1
2023-08-03/3e78c603-5eda-45c7-ac32-6faee1e83314_b.jpg,2023-08-03/3e78c603-5eda-45c7-ac32-6faee1e83314_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 06 14 0C 19 8F 00 01 ,,,-1
2023-08-03/d86ea636-4c9c-49d3-a13f-eb2a13ffb2f0_b.jpg,2023-08-03/d86ea636-4c9c-49d3-a13f-eb2a13ffb2f0_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 24 14 0B 1D 76 00 01 ,,,-1
2023-08-03/22caaf9e-95b0-4bab-8c5b-6187f397a4e0_b.jpg,2023-08-03/22caaf9e-95b0-4bab-8c5b-6187f397a4e0_f.jpg,-1,-1,NULL,NULL,E2 00 00 20 24 0E 00 64 06 90 20 58 ,,,-1
2023-08-03/5096035f-6122-4530-a24b-50c63cc2245d_b.jpg,2023-08-03/5096035f-6122-4530-a24b-50c63cc2245d_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 13 0B 07 78 00 01 ,,,-1
2023-08-03/a3540eef-53e3-492e-993c-d72e9a15cf07_b.jpg,2023-08-03/a3540eef-53e3-492e-993c-d72e9a15cf07_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0C 00 73 00 01 ,,,-1
2023-08-03/88db9b7b-078f-4e69-bf31-6319bdd007cd_b.jpg,2023-08-03/88db9b7b-078f-4e69-bf31-6319bdd007cd_f.jpg,-1,-1,1,3/4 Wheelers Motorized,42 52 54 41 FF 02 0F 2A 0B 4A 00 01 ,,,-1
2023-08-03/a2afb887-9c1a-4a43-bcab-2d293761bfd8_b.jpg,2023-08-03/a2afb887-9c1a-4a43-bcab-2d293761bfd8_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 1A 12 11 90 00 01 ,,,-1
2023-08-03/31d16a8e-c50b-4422-bd81-c151802eda2e_b.jpg,2023-08-03/31d16a8e-c50b-4422-bd81-c151802eda2e_f.jpg,-1,-1,1,Agricultural Vehicle,42 52 54 41 FF 14 09 0B 0E 74 00 01 ,,,-1
2023-08-03/63a96148-c890-49da-b6d5-8ca95e89000b_b.jpg,2023-08-03/63a96148-c890-49da-b6d5-8ca95e89000b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 1B 87 00 01 ,,,-1
2023-08-03/48586e51-7a0f-46d5-88f0-add3c3205bd0_b.jpg,2023-08-03/48586e51-7a0f-46d5-88f0-add3c3205bd0_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 1B 0E 1B 00 01 ,,,-1
2023-08-03/8c28753b-df40-4dd5-b001-f33d2067dda1_b.jpg,2023-08-03/8c28753b-df40-4dd5-b001-f33d2067dda1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 35 14 0C 21 20 00 01 ,,,-1
2023-08-03/6a938e21-085d-4bff-b5e8-0140539b89ef_b.jpg,2023-08-03/6a938e21-085d-4bff-b5e8-0140539b89ef_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 21 08 37 00 01 ,,,-1
2023-08-03/a6a39dc1-77ff-4894-98aa-2bf5fe76ac8a_b.jpg,2023-08-03/a6a39dc1-77ff-4894-98aa-2bf5fe76ac8a_f.jpg,-1,-1,1,Others,42 52 54 41 FF 43 14 0E 03 AF 00 01 ,,,-1
2023-08-03/12af2af6-f761-4e25-8728-311e2700fdca_b.jpg,2023-08-03/12af2af6-f761-4e25-8728-311e2700fdca_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 0C 0C 11 B6 00 01 ,,,-1
2023-08-03/e1831348-7378-4a00-87cf-ba156f34cd51_b.jpg,2023-08-03/e1831348-7378-4a00-87cf-ba156f34cd51_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 15 0E 00 01 ,,,-1
2023-08-03/6b0ea15f-db08-4bbf-bee8-1d80fa1ad8e0_b.jpg,2023-08-03/6b0ea15f-db08-4bbf-bee8-1d80fa1ad8e0_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 14 0C 08 44 00 01 ,,,-1
2023-08-03/b26d9341-1f61-48e9-b657-51ac2ff3e933_b.jpg,2023-08-03/b26d9341-1f61-48e9-b657-51ac2ff3e933_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 39 03 E7 00 01 ,,,-1
2023-08-03/c5344cbf-33fd-415f-8b62-3d6ecf5353d7_b.jpg,2023-08-03/c5344cbf-33fd-415f-8b62-3d6ecf5353d7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 37 25 DB 00 01 ,,,-1
2023-08-03/377626ff-6b78-43ca-868f-cb16c40d41bf_b.jpg,2023-08-03/377626ff-6b78-43ca-868f-cb16c40d41bf_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 09 18 18 50 00 01 ,,,-1
2023-08-03/0a6c48ba-6ecd-4004-9acc-f38910bad367_b.jpg,2023-08-03/0a6c48ba-6ecd-4004-9acc-f38910bad367_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 2F 13 0B 1B EF 00 01 ,,,
2023-08-03/e88658f3-3d96-4e41-915c-a487e8e8489f_b.jpg,2023-08-03/e88658f3-3d96-4e41-915c-a487e8e8489f_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 14 2B 23 92 00 01 ,,,-1
2023-08-03/132877f5-2b6e-4dab-b665-70af9ef8fdc3_b.jpg,2023-08-03/132877f5-2b6e-4dab-b665-70af9ef8fdc3_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 37 14 0C 05 F9 00 01 ,,,-1
2023-08-03/8b5861f0-5be6-46de-b28f-b9c35cd673c1_b.jpg,2023-08-03/8b5861f0-5be6-46de-b28f-b9c35cd673c1_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 16 51 00 01 ,,,-1
2023-08-03/9de56023-c970-4c2f-bd75-ae9ef68a6e5c_b.jpg,2023-08-03/9de56023-c970-4c2f-bd75-ae9ef68a6e5c_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 14 09 0B 11 8B 00 01 ,,,-1
2023-08-03/755997e5-8ab3-4894-80cf-0fe20d49a5fe_b.jpg,2023-08-03/755997e5-8ab3-4894-80cf-0fe20d49a5fe_f.jpg,১১-৪8৭8,-1,11474,Sedan Car,42 52 54 41 FF 08 1A 0B 11 7A 00 01 ,,,১১-৪8৭8
2023-08-03/f620a6c6-edd2-46be-81ff-9dc931bec7c6_b.jpg,2023-08-03/f620a6c6-edd2-46be-81ff-9dc931bec7c6_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 16 03 B9 00 01 ,,,-1
2023-08-03/396122c7-3d1f-4f8b-bc1b-baff9e7adb47_b.jpg,2023-08-03/396122c7-3d1f-4f8b-bc1b-baff9e7adb47_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 1A 03 66 00 01 ,,,-1
2023-08-03/fce6f3ae-9435-4a91-90f3-33ca12a95a3a_b.jpg,2023-08-03/fce6f3ae-9435-4a91-90f3-33ca12a95a3a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 15 9F 00 01 ,,,-1
2023-08-03/d49e2ad7-c2b2-4def-afce-adbcab7eeb7c_b.jpg,2023-08-03/d49e2ad7-c2b2-4def-afce-adbcab7eeb7c_f.jpg,-1,-1,NULL,NULL,E2 00 00 1D 87 04 01 54 18 20 81 35 ,,,-1
2023-08-03/1d015a53-ac79-403d-80ef-341f4ab93680_b.jpg,2023-08-03/1d015a53-ac79-403d-80ef-341f4ab93680_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 06 13 0C 06 24 00 01 ,,,-1
2023-08-03/66706471-9b9b-4df3-a190-67935a573d47_b.jpg,2023-08-03/66706471-9b9b-4df3-a190-67935a573d47_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 14 0B 14 47 00 01 ,,,-1
2023-08-03/b2d7df27-0031-4b49-836d-3fba89f8cbbd_b.jpg,2023-08-03/b2d7df27-0031-4b49-836d-3fba89f8cbbd_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 1F F1 00 01 ,,,-1
2023-08-03/fa7ebdf2-c2e3-4520-8260-a99bcdf662de_b.jpg,2023-08-03/fa7ebdf2-c2e3-4520-8260-a99bcdf662de_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 44 04 26 00 01 ,,,-1
2023-08-03/09b191ff-cb95-470d-bdee-81e27fedaaf5_b.jpg,2023-08-03/09b191ff-cb95-470d-bdee-81e27fedaaf5_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 14 23 55 00 01 ,,,-1
2023-08-03/7afc1fd0-053b-4513-8ce2-c24aea467a15_b.jpg,2023-08-03/7afc1fd0-053b-4513-8ce2-c24aea467a15_f.jpg,১8৫৭,,1457,Sedan Car,42 52 54 41 FF 02 0F 23 05 B1 00 01 ,,,১8৫৭
2023-08-03/4bf56816-1f59-43ad-aa7d-632a7cfe47dd_b.jpg,2023-08-03/4bf56816-1f59-43ad-aa7d-632a7cfe47dd_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 20 13 BA 40 01 ,,,-1
2023-08-03/5c4f3ad2-c469-4cb1-9213-bc99e53dfeff_b.jpg,2023-08-03/5c4f3ad2-c469-4cb1-9213-bc99e53dfeff_f.jpg,৩৫-৫>,-1,355,Sedan Car,42 52 54 41 FF 02 0F 23 14 77 00 01 ,,,৩৫-৫>
2023-08-03/2733553b-3ccb-4938-a336-5e40febf0810_b.jpg,2023-08-03/2733553b-3ccb-4938-a336-5e40febf0810_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0D 09 53 00 01 ,,,-1
2023-08-03/ef64df9d-3d53-443f-b00b-c33752b78e3b_b.jpg,2023-08-03/ef64df9d-3d53-443f-b00b-c33752b78e3b_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 16 0A E1 00 01 ,,,-1
2023-08-03/16cb91cf-8cf3-44a9-98bb-b9f0136ef8f2_b.jpg,2023-08-03/16cb91cf-8cf3-44a9-98bb-b9f0136ef8f2_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 06 0D 04 31 00 01 ,,,-1
2023-08-03/39d54b37-c2ae-425f-9011-b02ef2b80e41_b.jpg,2023-08-03/39d54b37-c2ae-425f-9011-b02ef2b80e41_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 24 13 0B 0D A5 00 01 ,,,-1
2023-08-03/ce479438-8400-44c0-b119-9dd8270ba4d5_b.jpg,2023-08-03/ce479438-8400-44c0-b119-9dd8270ba4d5_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 06 14 0D 06 C2 00 01 ,,,-1
2023-08-03/b838575b-fc73-4f7c-9e06-4e1360e2bc0e_b.jpg,2023-08-03/b838575b-fc73-4f7c-9e06-4e1360e2bc0e_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 19 13 05 82 00 01 ,,,
2023-08-03/1e6a7ced-668b-4c10-9849-23ca1f0a1e48_b.jpg,2023-08-03/1e6a7ced-668b-4c10-9849-23ca1f0a1e48_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 34 13 0B 05 49 00 01 ,,,-1
2023-08-03/7ccfb77e-631b-4627-b049-ac63dced6fbd_b.jpg,2023-08-03/7ccfb77e-631b-4627-b049-ac63dced6fbd_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 31 0D 6F 00 01 ,,,
2023-08-03/a2815b5a-498e-4652-8f6f-f1b3113a9049_b.jpg,2023-08-03/a2815b5a-498e-4652-8f6f-f1b3113a9049_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 22 BB 00 01 ,,,-1
2023-08-03/f153c891-b2d2-4430-808d-7d9a30831b44_b.jpg,2023-08-03/f153c891-b2d2-4430-808d-7d9a30831b44_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 0F 24 19 00 01 ,,,-1
2023-08-03/8d3fb8ab-e255-4700-8205-37831f497f30_b.jpg,2023-08-03/8d3fb8ab-e255-4700-8205-37831f497f30_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 0C 03 6C 00 01 ,,,-1
2023-08-03/46dc64d7-fcca-4791-a866-1a7fc15dd411_b.jpg,2023-08-03/46dc64d7-fcca-4791-a866-1a7fc15dd411_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 24 13 0B 0D A5 00 01 ,,,-1
2023-08-03/b3081c80-ca8c-43ec-a5cb-3045e9693622_b.jpg,2023-08-03/b3081c80-ca8c-43ec-a5cb-3045e9693622_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 25 14 0B 15 15 00 01 ,,,-1
,2023-08-03/5f5be9fe-bb96-4273-99a9-e14ef03afa01_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 13 BA 00 01 ,,,-1
2023-08-03/ab65adce-a68a-424a-9347-2b3788564113_b.jpg,2023-08-03/ab65adce-a68a-424a-9347-2b3788564113_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 11 BB 00 03 ,,,-1
2023-08-03/96f5fc03-38af-4f88-95fe-c536cba772bc_b.jpg,2023-08-03/96f5fc03-38af-4f88-95fe-c536cba772bc_f.jpg,-1,-1,1,Others,42 52 54 41 FF 14 09 0B 16 DB 00 01 ,,,-1
2023-08-03/5e3f9cc1-a877-4371-aa5b-352125f784bc_b.jpg,2023-08-03/5e3f9cc1-a877-4371-aa5b-352125f784bc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 14 07 A4 00 01 ,,,-1
2023-08-03/32c4fd26-bb4d-4896-8776-352fb5221129_b.jpg,2023-08-03/32c4fd26-bb4d-4896-8776-352fb5221129_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 26 13 0C 0C 43 00 01 ,,,-1
2023-08-03/db8f3046-8ef3-4f3b-8664-aa55808116c3_b.jpg,2023-08-03/db8f3046-8ef3-4f3b-8664-aa55808116c3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 14 23 3A 00 01 ,,,-1
2023-08-03/87920ee9-95b3-4428-8620-47d5e8724143_b.jpg,2023-08-03/87920ee9-95b3-4428-8620-47d5e8724143_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 0A 13 14 2C 00 01 ,,,-1
2023-08-03/0f6699c0-fa5a-4423-afe7-0092a4dbd3f2_b.jpg,2023-08-03/0f6699c0-fa5a-4423-afe7-0092a4dbd3f2_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 37 13 0B 08 FD 00 01 ,,,-1
2023-08-03/aeec8cae-c764-4db7-89dc-620964050b07_b.jpg,2023-08-03/aeec8cae-c764-4db7-89dc-620964050b07_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 26 14 0C 05 94 00 01 ,,,-1
2023-08-03/8f61d600-fb70-4d1a-962b-67540cc7c780_b.jpg,2023-08-03/8f61d600-fb70-4d1a-962b-67540cc7c780_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 14 14 12 22 AF 00 01 ,,,-1
2023-08-03/4da50c73-7c55-4c7b-af4c-236ce66457dc_b.jpg,2023-08-03/4da50c73-7c55-4c7b-af4c-236ce66457dc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 04 28 00 01 ,,,-1
2023-08-03/d9a19c3d-5648-49bc-bb29-bd2886c52793_b.jpg,2023-08-03/d9a19c3d-5648-49bc-bb29-bd2886c52793_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 0E C8 00 01 ,,,-1
2023-08-03/47d77365-5431-419a-ae99-bd4ddf265cd9_b.jpg,2023-08-03/47d77365-5431-419a-ae99-bd4ddf265cd9_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 2B 0F CB 00 01 ,,,-1
2023-08-03/77675e4f-9750-4673-a836-35755e2de04f_b.jpg,2023-08-03/77675e4f-9750-4673-a836-35755e2de04f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 17 02 83 00 01 ,,,-1
2023-08-03/633807f3-c717-45fb-a66b-ba06a257eeb1_b.jpg,2023-08-03/633807f3-c717-45fb-a66b-ba06a257eeb1_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 22 13 0B 11 92 00 01 ,,,-1
2023-08-03/fbe1c49a-23a1-4d61-9990-74509755b2a4_b.jpg,2023-08-03/fbe1c49a-23a1-4d61-9990-74509755b2a4_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 14 0F 00 01 ,,,-1
2023-08-03/67d3ac43-ed78-4b29-8044-6c799b3b17ee_b.jpg,2023-08-03/67d3ac43-ed78-4b29-8044-6c799b3b17ee_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0F 0D 18 00 01 ,,,-1
2023-08-03/a4314e69-3a62-4448-ac94-30191e2be661_b.jpg,2023-08-03/a4314e69-3a62-4448-ac94-30191e2be661_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 12 15 90 00 02 ,,,-1
2023-08-03/32933882-cf03-44a9-9b5e-bc5995375eea_b.jpg,2023-08-03/32933882-cf03-44a9-9b5e-bc5995375eea_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 08 0B 14 7D 00 01 ,,,-1
2023-08-03/b47a0f0f-aeca-408e-9b8b-a13fcc3e34ea_b.jpg,2023-08-03/b47a0f0f-aeca-408e-9b8b-a13fcc3e34ea_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 0F 20 08 BF 00 01 ,,,-1
2023-08-03/ac33c5a3-62d4-4e1c-ba22-97876e8a1b77_b.jpg,2023-08-03/ac33c5a3-62d4-4e1c-ba22-97876e8a1b77_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 37 14 0B 16 5F 00 01 ,,,-1
2023-08-03/246a5f65-5fa0-4808-9fee-cbbae26dd7a9_b.jpg,2023-08-03/246a5f65-5fa0-4808-9fee-cbbae26dd7a9_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 14 A9 00 01 ,,,-1
2023-08-03/ca8c9905-d4d0-4303-afa3-3be796e95cfe_b.jpg,2023-08-03/ca8c9905-d4d0-4303-afa3-3be796e95cfe_f.jpg,১৯-৩৯৬৫,-1,193965,4 Wheelers,42 52 54 41 FF 02 19 13 0F 7D 00 01 ,,,১৯-৩৯৬৫
2023-08-03/7d2b82fe-37db-40e8-ac8a-2eaaa443b225_b.jpg,2023-08-03/7d2b82fe-37db-40e8-ac8a-2eaaa443b225_f.jpg,৬ং২০৫৪,-1,6205,4 Wheelers,42 52 54 41 FF 02 19 13 0F 7D 00 01 ,,,৬ং২০৫৪
2023-08-03/0a31d75b-ff9e-4856-b18f-d33a58d2a84c_b.jpg,2023-08-03/0a31d75b-ff9e-4856-b18f-d33a58d2a84c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 20 13 BA 40 01 ,,,-1
2023-08-03/ee96a93a-9c23-4301-b155-5c51115a05a7_b.jpg,2023-08-03/ee96a93a-9c23-4301-b155-5c51115a05a7_f.jpg,২৬-২০১০,-1,262010,Sedan Car,42 52 54 41 FF 02 0F 1A 07 DA 00 01 ,,,২৬-২০১০
,2023-08-03/4e1ed5e6-5b45-4712-a7b2-0e40de9df4da_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 27 14 0C 19 F1 00 01 ,,,-1
2023-08-03/fae7a3df-eae1-41d9-a7cf-ed9020840610_b.jpg,2023-08-03/fae7a3df-eae1-41d9-a7cf-ed9020840610_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0B 1E A4 00 01 ,,,-1
2023-08-03/406c4c32-abf6-4509-b669-3dd5a644b478_b.jpg,2023-08-03/406c4c32-abf6-4509-b669-3dd5a644b478_f.jpg,-1,-1,1,Trailer,42 52 54 41 FF 08 18 51 0D EC 00 01 ,,,-1
2023-08-03/44567d51-b481-45d5-afc1-13798c8f7e3e_b.jpg,2023-08-03/44567d51-b481-45d5-afc1-13798c8f7e3e_f.jpg,,-1,1,Mini Truck,42 52 54 41 FF 02 0A 14 24 35 00 01 ,,,
